gene	chromosome	arm
ENSG00000172733	8	p
PURG	8	p
ENSG00000154319	8	p
FAM167A	8	p
ENSG00000104221	8	p
BRF2	8	p
ENSG00000164944	8	q
VIRMA	8	q
ENSG00000169154	8	p
GOT1L1	8	p
ENSG00000019549	8	q
SNAI2	8	q
ENSG00000120885	8	p
CLU	8	p
ENSG00000171045	8	q
TSNARE1	8	q
ENSG00000260428	8	q
SCX	8	q
ENSG00000197892	8	p
KIF13B	8	p
ENSG00000160957	8	q
RECQL4	8	q
ENSG00000183779	8	p
ZNF703	8	p
ENSG00000164733	8	p
CTSB	8	p
ENSG00000147799	8	q
ARHGAP39	8	q
ENSG00000170786	8	q
SDR16C5	8	q
ENSG00000085719	8	q
CPNE3	8	q
ENSG00000133742	8	q
CA1	8	q
ENSG00000003987	8	p
MTMR7	8	p
ENSG00000178287	8	p
SPAG11A	8	p
ENSG00000131931	8	p
THAP1	8	p
ENSG00000104755	8	p
ADAM2	8	p
ENSG00000275074	8	p
NUDT18	8	p
ENSG00000185900	8	p
POMK	8	p
ENSG00000104723	8	p
TUSC3	8	p
ENSG00000079102	8	q
RUNX1T1	8	q
ENSG00000164754	8	q
RAD21	8	q
ENSG00000042980	8	p
ADAM28	8	p
ENSG00000170631	8	q
ZNF16	8	q
ENSG00000120526	8	q
NUDCD1	8	q
ENSG00000034677	8	q
RNF19A	8	q
ENSG00000104537	8	q
ANXA13	8	q
ENSG00000187735	8	q
TCEA1	8	q
ENSG00000174417	8	q
TRHR	8	q
ENSG00000180694	8	q
TMEM64	8	q
ENSG00000147364	8	p
FBXO25	8	p
ENSG00000175305	8	q
CCNE2	8	q
ENSG00000105339	8	q
DENND3	8	q
ENSG00000168453	8	p
HR	8	p
ENSG00000036565	8	p
SLC18A1	8	p
ENSG00000083168	8	p
KAT6A	8	p
ENSG00000136982	8	q
DSCC1	8	q
ENSG00000104691	8	p
UBXN8	8	p
ENSG00000104290	8	p
FZD3	8	p
ENSG00000104408	8	q
EIF3E	8	q
ENSG00000158815	8	p
FGF17	8	p
ENSG00000160882	8	q
CYP11B1	8	q
ENSG00000170873	8	q
MTSS1	8	q
ENSG00000104320	8	q
NBN	8	q
ENSG00000104205	8	q
SGK3	8	q
ENSG00000167656	8	q
LY6D	8	q
ENSG00000008513	8	q
ST3GAL1	8	q
ENSG00000174226	8	q
SNX31	8	q
ENSG00000147465	8	p
STAR	8	p
ENSG00000185730	8	q
ZNF696	8	q
ENSG00000147813	8	q
NAPRT	8	q
ENSG00000182674	8	q
KCNB2	8	q
ENSG00000168476	8	p
REEP4	8	p
ENSG00000137558	8	q
PI15	8	q
ENSG00000147606	8	q
SLC26A7	8	q
ENSG00000147459	8	p
DOCK5	8	p
ENSG00000104442	8	q
ARMC1	8	q
ENSG00000185697	8	q
MYBL1	8	q
ENSG00000129422	8	p
MTUS1	8	p
ENSG00000168619	8	p
ADAM18	8	p
ENSG00000133874	8	p
RNF122	8	p
ENSG00000184374	8	q
COLEC10	8	q
ENSG00000156466	8	q
GDF6	8	q
ENSG00000147576	8	q
ADHFE1	8	q
ENSG00000137573	8	q
SULF1	8	q
ENSG00000147676	8	q
MAL2	8	q
ENSG00000261587	8	q
CATSPERQ	8	q
ENSG00000165071	8	q
TMEM71	8	q
ENSG00000104722	8	p
NEFM	8	p
ENSG00000136573	8	p
BLK	8	p
ENSG00000012232	8	p
EXTL3	8	p
ENSG00000254093	8	p
ENSG00000104529	8	q
EEF1D	8	q
ENSG00000129292	8	q
PHF20L1	8	q
ENSG00000164684	8	q
ZNF704	8	q
ENSG00000104497	8	q
SNX16	8	q
ENSG00000254104	8	p
ENSG00000184672	8	q
RALYL	8	q
ENSG00000169398	8	q
PTK2	8	q
ENSG00000164961	8	q
WASHC5	8	q
ENSG00000184647	8	p
PRSS55	8	p
ENSG00000070718	8	p
AP3M2	8	p
ENSG00000104325	8	q
DECR1	8	q
ENSG00000168546	8	p
GFRA2	8	p
ENSG00000164920	8	q
OSR2	8	q
ENSG00000178764	8	q
ZHX2	8	q
ENSG00000104368	8	p
PLAT	8	p
ENSG00000164756	8	q
SLC30A8	8	q
ENSG00000181135	8	q
ZNF707	8	q
ENSG00000184489	8	q
PTP4A3	8	q
ENSG00000205038	8	q
PKHD1L1	8	q
ENSG00000169499	8	p
PLEKHA2	8	p
ENSG00000104412	8	q
EMC2	8	q
ENSG00000091656	8	q
ZFHX4	8	q
ENSG00000180900	8	q
SCRIB	8	q
ENSG00000120913	8	p
PDLIM2	8	p
ENSG00000160886	8	q
LY6K	8	q
ENSG00000104365	8	p
IKBKB	8	p
ENSG00000164764	8	q
SBSPON	8	q
ENSG00000172728	8	p
POFUT3	8	p
ENSG00000104447	8	q
TRPS1	8	q
ENSG00000120903	8	p
CHRNA2	8	p
ENSG00000171428	8	p
NAT1	8	p
ENSG00000197181	8	p
PIWIL2	8	p
ENSG00000104228	8	p
TRIM35	8	p
ENSG00000254402	8	q
LRRC24	8	q
ENSG00000187954	8	q
ZFTRAF1	8	q
ENSG00000020181	8	p
ADGRA2	8	p
ENSG00000161016	8	q
RPL8	8	q
ENSG00000164816	8	p
DEFA5	8	p
ENSG00000147471	8	p
PLPBP	8	p
ENSG00000187840	8	p
EIF4EBP1	8	p
ENSG00000254087	8	q
LYN	8	q
ENSG00000205189	8	q
ZBTB10	8	q
ENSG00000185015	8	q
CA13	8	q
ENSG00000261678	8	q
SCRT1	8	q
ENSG00000196150	8	q
ZNF250	8	q
ENSG00000134013	8	p
LOXL2	8	p
ENSG00000164841	8	q
TMEM74	8	q
ENSG00000173530	8	p
TNFRSF10D	8	p
ENSG00000177459	8	q
ERICH5	8	q
ENSG00000153317	8	q
ASAP1	8	q
ENSG00000104635	8	p
SLC39A14	8	p
ENSG00000147689	8	q
FAM83A	8	q
ENSG00000158806	8	p
NPM2	8	p
ENSG00000120889	8	p
TNFRSF10B	8	p
ENSG00000104388	8	q
RAB2A	8	q
ENSG00000120896	8	p
SORBS3	8	p
ENSG00000261236	8	q
BOP1	8	q
ENSG00000164822	8	p
DEFA6	8	p
ENSG00000156795	8	q
NTAQ1	8	q
ENSG00000169439	8	q
SDC2	8	q
ENSG00000156831	8	q
NSMCE2	8	q
ENSG00000275591	8	p
XKR5	8	p
ENSG00000164736	8	q
SOX17	8	q
ENSG00000169122	8	q
FAM110B	8	q
ENSG00000104679	8	p
R3HCC1	8	p
ENSG00000140396	8	q
NCOA2	8	q
ENSG00000165392	8	p
WRN	8	p
ENSG00000147588	8	q
PMP2	8	q
ENSG00000165102	8	p
HGSNAT	8	p
ENSG00000164808	8	q
SPIDR	8	q
ENSG00000183309	8	q
ZNF623	8	q
ENSG00000137563	8	q
GGH	8	q
ENSG00000167700	8	q
SLC33A2	8	q
ENSG00000156687	8	p
UNC5D	8	p
ENSG00000164871	8	p
SPAG11B	8	p
ENSG00000174429	8	q
ABRA	8	q
ENSG00000178719	8	q
GRINA	8	q
ENSG00000147526	8	p
TACC1	8	p
ENSG00000104524	8	q
PYCR3	8	q
ENSG00000147457	8	p
CHMP7	8	p
ENSG00000104413	8	q
ESRP1	8	q
ENSG00000147596	8	q
PRDM14	8	q
ENSG00000164687	8	q
FABP5	8	q
ENSG00000155970	8	p
MICU3	8	p
ENSG00000175324	8	p
LSM1	8	p
ENSG00000104343	8	q
UBE2W	8	q
ENSG00000173273	8	p
TNKS	8	p
ENSG00000277494	8	q
GPIHBP1	8	q
ENSG00000164825	8	p
DEFB1	8	p
ENSG00000160973	8	q
FOXH1	8	q
ENSG00000164929	8	q
BAALC	8	q
ENSG00000104213	8	p
PDGFRL	8	p
ENSG00000154188	8	q
ANGPT1	8	q
ENSG00000179950	8	q
PUF60	8	q
ENSG00000133739	8	q
LRRCC1	8	q
ENSG00000147434	8	p
CHRNA6	8	p
ENSG00000214050	8	p
FBXO16	8	p
ENSG00000046889	8	q
PREX2	8	q
ENSG00000176571	8	q
CNBD1	8	q
ENSG00000154359	8	p
LONRF1	8	p
ENSG00000188343	8	q
CIBAR1	8	q
ENSG00000133740	8	q
E2F5	8	q
ENSG00000164830	8	q
OXR1	8	q
ENSG00000164919	8	q
COX6C	8	q
ENSG00000104299	8	p
INTS9	8	p
ENSG00000241852	8	p
C8orf58	8	p
ENSG00000185189	8	q
NRBP2	8	q
ENSG00000123119	8	q
NECAB1	8	q
ENSG00000164949	8	q
GEM	8	q
ENSG00000147601	8	q
TERF1	8	q
ENSG00000015592	8	p
STMN4	8	p
ENSG00000180938	8	q
ZNF572	8	q
ENSG00000178814	8	q
OPLAH	8	q
ENSG00000048392	8	q
RRM2B	8	q
ENSG00000170791	8	q
CHCHD7	8	q
ENSG00000160948	8	q
VPS28	8	q
ENSG00000164935	8	q
DCSTAMP	8	q
ENSG00000221914	8	p
PPP2R2A	8	p
ENSG00000104427	8	q
ZC2HC1A	8	q
ENSG00000147509	8	q
RGS20	8	q
ENSG00000221818	8	p
EBF2	8	p
ENSG00000182325	8	q
FBXL6	8	q
ENSG00000175946	8	q
KLHL38	8	q
ENSG00000040341	8	q
STAU2	8	q
ENSG00000132549	8	q
VPS13B	8	q
ENSG00000120992	8	q
LYPLA1	8	q
ENSG00000168490	8	p
PHYHIP	8	p
ENSG00000066827	8	q
ZFAT	8	q
ENSG00000164823	8	q
OSGIN2	8	q
ENSG00000164951	8	q
PDP1	8	q
ENSG00000164932	8	q
CTHRC1	8	q
ENSG00000079112	8	q
CDH17	8	q
ENSG00000171320	8	p
ESCO2	8	p
ENSG00000147789	8	q
ZNF7	8	q
ENSG00000240247	8	p
DEFA1B	8	p
ENSG00000104687	8	p
GSR	8	p
ENSG00000168333	8	q
PPDPFL	8	q
ENSG00000181195	8	q
PENK	8	q
ENSG00000181085	8	q
MAPK15	8	q
ENSG00000164758	8	q
MED30	8	q
ENSG00000206047	8	p
DEFA1	8	p
ENSG00000132297	8	q
HHLA1	8	q
ENSG00000078579	8	p
FGF20	8	p
ENSG00000261150	8	q
EPPK1	8	q
ENSG00000157110	8	p
RBPMS	8	p
ENSG00000147421	8	p
HMBOX1	8	p
ENSG00000104756	8	p
KCTD9	8	p
ENSG00000156486	8	q
KCNS2	8	q
ENSG00000274443	8	q
C8orf89	8	q
ENSG00000104517	8	q
UBR5	8	q
ENSG00000180155	8	q
LYNX1	8	q
ENSG00000164761	8	q
TNFRSF11B	8	q
ENSG00000178685	8	q
PARP10	8	q
ENSG00000168495	8	p
POLR3D	8	p
ENSG00000176209	8	p
SMIM19	8	p
ENSG00000064313	8	q
TAF2	8	q
ENSG00000156804	8	q
FBXO32	8	q
ENSG00000147586	8	q
MRPS28	8	q
ENSG00000213563	8	q
C8orf82	8	q
ENSG00000147684	8	q
NDUFB9	8	q
ENSG00000179142	8	q
CYP11B2	8	q
ENSG00000188778	8	p
ADRB3	8	p
ENSG00000186918	8	p
ZNF395	8	p
ENSG00000070756	8	q
PABPC1	8	q
ENSG00000153310	8	q
CYRIB	8	q
ENSG00000104499	8	q
GML	8	q
ENSG00000168484	8	p
SFTPC	8	p
ENSG00000023287	8	q
RB1CC1	8	q
ENSG00000136960	8	q
ENPP2	8	q
ENSG00000131203	8	p
IDO1	8	p
ENSG00000104728	8	p
ARHGEF10	8	p
ENSG00000036448	8	p
MYOM2	8	p
ENSG00000104549	8	q
SQLE	8	q
ENSG00000121039	8	q
RDH10	8	q
ENSG00000147649	8	q
MTDH	8	q
ENSG00000168077	8	p
SCARA3	8	p
ENSG00000104472	8	q
CHRAC1	8	q
ENSG00000137547	8	q
MRPL15	8	q
ENSG00000169436	8	q
COL22A1	8	q
ENSG00000275342	8	p
PRAG1	8	p
ENSG00000066777	8	q
ARFGEF1	8	q
ENSG00000181790	8	q
ADGRB1	8	q
ENSG00000104643	8	p
MTMR9	8	p
ENSG00000120915	8	p
EPHX2	8	p
ENSG00000178125	8	q
PPP1R42	8	q
ENSG00000171033	8	q
PKIA	8	q
ENSG00000156103	8	q
MMP16	8	q
ENSG00000132294	8	q
EFR3A	8	q
ENSG00000168615	8	p
ADAM9	8	p
ENSG00000008988	8	q
RPS20	8	q
ENSG00000145002	8	p
FAM86B2	8	p
ENSG00000156011	8	p
PSD3	8	p
ENSG00000198846	8	q
TOX	8	q
ENSG00000198791	8	p
CNOT7	8	p
ENSG00000196711	8	q
ALKAL1	8	q
ENSG00000167701	8	q
GPT	8	q
ENSG00000176406	8	q
RIMS2	8	q
ENSG00000169085	8	q
VXN	8	q
ENSG00000234616	8	q
JRK	8	q
ENSG00000177570	8	q
SAMD12	8	q
ENSG00000197858	8	q
GPAA1	8	q
ENSG00000178538	8	q
CA8	8	q
ENSG00000180921	8	q
FAM83H	8	q
ENSG00000061337	8	p
LZTS1	8	p
ENSG00000171316	8	q
CHD7	8	q
ENSG00000167910	8	q
CYP7A1	8	q
ENSG00000253457	8	p
SMIM18	8	p
ENSG00000156469	8	q
MTERF3	8	q
ENSG00000173334	8	q
TRIB1	8	q
ENSG00000104312	8	q
RIPK2	8	q
ENSG00000182372	8	p
CLN8	8	p
ENSG00000214954	8	q
LRRC69	8	q
ENSG00000215114	8	q
UBXN2B	8	q
ENSG00000291309	8	q
LY6S	8	q
ENSG00000164953	8	q
TMEM67	8	q
ENSG00000147419	8	p
CCDC25	8	p
ENSG00000184428	8	q
TOP1MT	8	q
ENSG00000178460	8	q
MCMDC2	8	q
ENSG00000136986	8	q
DERL1	8	q
ENSG00000132554	8	q
RGS22	8	q
ENSG00000196378	8	q
ZNF34	8	q
ENSG00000156467	8	q
UQCRB	8	q
ENSG00000147573	8	q
TRIM55	8	q
ENSG00000123124	8	q
WWP1	8	q
ENSG00000189233	8	p
NUGGC	8	p
ENSG00000078674	8	p
PCM1	8	p
ENSG00000120533	8	q
ENY2	8	q
ENSG00000168172	8	p
HOOK3	8	p
ENSG00000165046	8	p
LETM2	8	p
ENSG00000221947	8	q
XKR9	8	q
ENSG00000265817	8	q
FSBP	8	q
ENSG00000176956	8	q
LY6H	8	q
ENSG00000158106	8	q
RHPN1	8	q
ENSG00000078668	8	p
VDAC3	8	p
ENSG00000168672	8	q
LRATD2	8	q
ENSG00000079459	8	p
FDFT1	8	p
ENSG00000155099	8	q
PIP4P2	8	q
ENSG00000104760	8	p
FGL1	8	p
ENSG00000165084	8	q
C8orf34	8	q
ENSG00000091879	8	p
ANGPT2	8	p
ENSG00000197265	8	p
GTF2E2	8	p
ENSG00000176731	8	q
RBIS	8	q
ENSG00000253117	8	q
OC90	8	q
ENSG00000160972	8	q
PPP1R16A	8	q
ENSG00000164941	8	q
INTS8	8	q
ENSG00000104765	8	p
BNIP3L	8	p
ENSG00000175895	8	q
PLEKHF2	8	q
ENSG00000034239	8	q
CLXN	8	q
ENSG00000186106	8	q
ANKRD46	8	q
ENSG00000168300	8	q
PCMTD1	8	q
ENSG00000156170	8	q
NDUFAF6	8	q
ENSG00000137561	8	q
TTPA	8	q
ENSG00000168078	8	p
PBK	8	p
ENSG00000147324	8	p
MFHAS1	8	p
ENSG00000178896	8	q
EXOSC4	8	q
ENSG00000172817	8	q
CYP7B1	8	q
ENSG00000104324	8	q
CPQ	8	q
ENSG00000047249	8	q
ATP6V1H	8	q
ENSG00000147439	8	p
BIN3	8	p
ENSG00000104518	8	q
GSDMD	8	q
ENSG00000198169	8	q
ZNF251	8	q
ENSG00000172164	8	q
SNTB1	8	q
ENSG00000156509	8	q
FBXO43	8	q
ENSG00000155897	8	q
ADCY8	8	q
ENSG00000029534	8	p
ANK1	8	p
ENSG00000185122	8	q
HSF1	8	q
ENSG00000250305	8	p
TRMT9B	8	p
ENSG00000003989	8	p
SLC7A2	8	p
ENSG00000104381	8	q
GDAP1	8	q
ENSG00000104321	8	q
TRPA1	8	q
ENSG00000129295	8	q
DNAAF11	8	q
ENSG00000104490	8	q
NCALD	8	q
ENSG00000185942	8	q
NKAIN3	8	q
ENSG00000156802	8	q
ATAD2	8	q
ENSG00000154582	8	q
ELOC	8	q
ENSG00000076554	8	q
TPD52	8	q
ENSG00000226490	8	q
C8orf90	8	q
ENSG00000147548	8	p
NSD3	8	p
ENSG00000185728	8	q
YTHDF3	8	q
ENSG00000147437	8	p
GNRH1	8	p
ENSG00000085788	8	p
DDHD2	8	p
ENSG00000182307	8	q
C8orf33	8	q
ENSG00000147724	8	q
FAM135B	8	q
ENSG00000035681	8	q
NSMAF	8	q
ENSG00000147647	8	q
DPYS	8	q
ENSG00000171711	8	p
DEFB4A	8	p
ENSG00000130227	8	p
XPO7	8	p
ENSG00000159167	8	p
STC1	8	p
ENSG00000168081	8	p
PNOC	8	p
ENSG00000014164	8	q
ZC3H3	8	q
ENSG00000022567	8	q
SLC45A4	8	q
ENSG00000205268	8	q
PDE7A	8	q
ENSG00000165066	8	p
NKX6-3	8	p
ENSG00000164934	8	q
DCAF13	8	q
ENSG00000160949	8	q
TONSL	8	q
ENSG00000156787	8	q
TBC1D31	8	q
ENSG00000129691	8	p
ASH2L	8	p
ENSG00000104626	8	p
ERI1	8	p
ENSG00000130193	8	q
THEM6	8	q
ENSG00000155096	8	q
AZIN1	8	q
ENSG00000156006	8	p
NAT2	8	p
ENSG00000069206	8	p
ADAM7	8	p
ENSG00000131773	8	q
KHDRBS3	8	q
ENSG00000134020	8	p
PEBP4	8	p
ENSG00000168575	8	p
SLC20A2	8	p
ENSG00000253729	8	q
PRKDC	8	q
ENSG00000133863	8	p
TEX15	8	p
ENSG00000261787	8	q
TCF24	8	q
ENSG00000104738	8	q
MCM4	8	q
ENSG00000233575	9	p
ENSG00000224836	9	p
ENSG00000228783	9	p
H3P29	9	p
ENSG00000220937	9	p
HNRNPA1P41	9	p
ENSG00000278754	9	p
ENSG00000287465	9	p
ENSG00000226470	9	p
RPS29P33	9	p
ENSG00000231491	9	p
JKAMPP1	9	p
ENSG00000228810	9	p
PABPC1P11	9	p
ENSG00000236594	9	p
RPS27AP14	9	p
ENSG00000228165	9	p
ENSG00000234146	9	p
AKAP8P1	9	p
ENSG00000213362	9	p
FTH1P12	9	p
ENSG00000237083	9	p
RPL31P42	9	p
ENSG00000229080	9	p
MTCO3P30	9	p
ENSG00000280683	9	p
LINC01242	9	p
ENSG00000236739	9	p
CLIC4P1	9	p
ENSG00000224488	9	p
SAMM50P1	9	p
ENSG00000236796	9	p
ENSG00000228292	9	p
ENSG00000235148	9	p
HMGB3P23	9	p
ENSG00000285784	9	p
ENSG00000287318	9	p
ENSG00000233278	9	p
RPS26P2	9	p
ENSG00000236156	9	p
CHCHD4P3	9	p
ENSG00000224648	9	p
LINC01627	9	p
ENSG00000224549	9	p
ENSG00000231376	9	p
HMGN2P16	9	p
ENSG00000287696	9	p
ENSG00000232060	9	p
SLC4A1APP1	9	p
ENSG00000187988	9	p
KCTD9P3	9	p
ENSG00000227924	9	cen
RBPJP6	9	cen
ENSG00000277340	9	p
ENSG00000283541	9	q
ENSG00000214020	9	p
FTLP4	9	p
ENSG00000234861	9	cen
ATP5F1AP1	9	cen
ENSG00000277297	9	q
ATP5F1AP10	9	q
ENSG00000235256	9	q
FKBP4P7	9	q
ENSG00000125385	9	p
RPL32P21	9	p
ENSG00000225947	9	q
ENSG00000235707	9	q
CDCA7P2	9	q
ENSG00000234042	9	q
ENSG00000228781	9	q
RPL21P84	9	q
ENSG00000230245	9	cen
ENSG00000223421	9	p
ENSG00000228557	9	p
HSPA8P17	9	p
ENSG00000260995	9	q
ENSG00000268234	9	cen
FKBP4P6	9	cen
ENSG00000197506	9	q
SLC28A3	9	q
ENSG00000224025	9	q
ENSG00000276204	9	q
ENSG00000277213	9	cen
SDR42E1P2	9	cen
ENSG00000279706	9	q
ENSG00000236376	9	q
ENSG00000237529	9	q
ENSG00000233457	9	q
ENSG00000228046	9	q
MTCO3P40	9	q
ENSG00000227638	9	q
HNRNPA1P14	9	q
ENSG00000278001	9	p
ENSG00000286612	9	q
ENSG00000286414	9	q
ENSG00000235523	9	q
ENSG00000233262	9	q
SLC28A3-AS1	9	q
ENSG00000239986	9	p
ENSG00000228375	9	q
RPS20P25	9	q
ENSG00000234819	9	q
ENSG00000230003	9	q
ENSG00000279503	9	q
ENSG00000187559	9	q
FOXD4L3	9	q
ENSG00000231193	9	p
ENSG00000229345	9	q
ENSG00000241571	9	q
ATP5F1AP7	9	q
ENSG00000277260	9	cen
FAM74A7	9	cen
ENSG00000231804	9	q
RPL21P85	9	q
ENSG00000277575	9	q
ENSG00000286916	9	cen
ENSG00000288225	9	p
ENSG00000230188	9	p
RPL21P83	9	p
ENSG00000231373	9	q
GNA14-AS1	9	q
ENSG00000233933	9	q
ENSG00000275676	9	q
ENSG00000232981	9	q
MTCO1P51	9	q
ENSG00000228123	9	q
ENSG00000270627	9	q
ENSG00000268951	9	q
CDRT15P7	9	q
ENSG00000233713	9	q
ENSG00000277412	9	q
ENSG00000214908	9	q
ENSG00000273806	9	q
ENSG00000273849	9	q
SDR42E1P4	9	q
ENSG00000233947	9	q
ASS1P3	9	q
ENSG00000237072	9	q
ENSG00000231799	9	q
PA2G4P6	9	q
ENSG00000185074	9	q
OR7E31P	9	q
ENSG00000234276	9	q
SDR42E1P3	9	q
ENSG00000276149	9	q
ENSG00000230302	9	q
MTND3P4	9	q
ENSG00000276277	9	cen
ENSG00000205636	9	p
LINC00583	9	p
ENSG00000230161	9	q
ENSG00000270909	9	p
ENSG00000234910	9	q
IL6RP1	9	q
ENSG00000236005	9	q
ENSG00000274181	9	q
RBPJP2	9	q
ENSG00000233727	9	q
ENSG00000277598	9	q
ENSG00000233555	9	q
RPL7AP46	9	q
ENSG00000225460	9	q
ENSG00000225072	9	q
OR7E116P	9	q
ENSG00000278988	9	q
ENSG00000278485	9	q
ENSG00000235201	9	q
LINC02578	9	q
ENSG00000229541	9	q
GAPDHP26	9	q
ENSG00000225901	9	q
MTND2P9	9	q
ENSG00000224267	9	q
ENSG00000231166	9	q
TUBB4BP6	9	q
ENSG00000228366	9	q
ENSG00000230418	9	q
ARL2BPP7	9	q
ENSG00000232203	9	p
SLC25A6P2	9	p
ENSG00000271225	9	q
BNIP3P4	9	q
ENSG00000156755	9	q
IGKV1OR-2	9	q
ENSG00000235626	9	p
KRT18P66	9	p
ENSG00000227068	9	q
ENSG00000278382	9	q
ENSG00000229830	9	q
ENSG00000276457	9	q
FKBP4P8	9	q
ENSG00000287800	9	cen
ENSG00000228053	9	q
RPL21P87	9	q
ENSG00000232486	9	q
DEPDC1P2	9	q
ENSG00000214761	9	q
HNRNPA1P15	9	q
ENSG00000236862	9	q
RPS20P24	9	q
ENSG00000225360	9	q
ENSG00000213711	9	q
PHB1P7	9	q
ENSG00000231293	9	q
RPL36AP6	9	q
ENSG00000278077	9	p
ENSG00000244081	9	q
ENSG00000236783	9	q
RPS15AP27	9	q
ENSG00000228373	9	q
ENSG00000185775	9	p
SPATA31A6	9	p
ENSG00000219928	9	q
ENSG00000225337	9	q
ENSG00000236709	9	q
DAPK1-IT1	9	q
ENSG00000232905	9	q
PDCD2P1	9	q
ENSG00000197550	9	q
ENSG00000229753	9	q
RPS27AP15	9	q
ENSG00000228656	9	q
MYO5BP3	9	q
ENSG00000239792	9	p
CDRT15P5	9	p
ENSG00000235901	9	q
CCSER2P1	9	q
ENSG00000180447	9	q
GAS1	9	q
ENSG00000231741	9	q
ENSG00000226246	9	p
KRT18P36	9	p
ENSG00000238010	9	q
ENSG00000232242	9	q
ZYG11AP1	9	q
ENSG00000251349	9	q
MSANTD3-TMEFF1	9	q
ENSG00000223615	9	q
ENSG00000270688	9	q
ENSG00000288537	9	q
ENSG00000225531	9	q
ACBD7P1	9	q
ENSG00000233936	9	q
ENSG00000279137	9	q
ENSG00000229019	9	q
ENSG00000260720	9	p
LINC01243	9	p
ENSG00000231744	9	q
ENSG00000227412	9	q
STK33P1	9	q
ENSG00000228248	9	q
NUTF2P3	9	q
ENSG00000215210	9	p
RBMXP2	9	p
ENSG00000226047	9	q
ENSG00000275017	9	q
ENSG00000234269	9	q
ENSG00000223918	9	q
ENSG00000226998	9	p
MTATP6P30	9	p
ENSG00000232413	9	q
ENSG00000237360	9	q
CHCHD4P2	9	q
ENSG00000274688	9	p
ENSG00000169253	9	q
RPL36P14	9	q
ENSG00000228707	9	q
ENSG00000260970	9	q
ENSG00000236521	9	q
NPAP1P4	9	q
ENSG00000237999	9	q
ACTG1P19	9	q
ENSG00000226234	9	q
KRT18P24	9	q
ENSG00000231649	9	q
SPATA31B1P	9	q
ENSG00000235377	9	q
ENSG00000237257	9	q
MTND2P8	9	q
ENSG00000279929	9	q
ENSG00000230360	9	q
DDX10P2	9	q
ENSG00000234637	9	q
RPS19P6	9	q
ENSG00000224887	9	q
NFYCP2	9	q
ENSG00000202383	9	p
RNA5SP279	9	p
ENSG00000252991	9	p
RNU6-1073P	9	p
ENSG00000199065	9	p
MIR101-2	9	p
ENSG00000222581	9	p
RNU2-47P	9	p
ENSG00000240613	9	p
RN7SL98P	9	p
ENSG00000207433	9	p
RNU6-246P	9	p
ENSG00000251733	9	p
SCARNA8	9	p
ENSG00000252943	9	p
RNU6-264P	9	p
ENSG00000201118	9	p
Y_RNA	9	p
ENSG00000241152	9	p
RN7SL720P	9	p
ENSG00000207360	9	p
RNU6-14P	9	p
ENSG00000243115	9	p
RN7SL849P	9	p
ENSG00000272113	9	p
ENSG00000200502	9	p
ENSG00000206784	9	p
ENSG00000252723	9	p
RNU6-677P	9	p
ENSG00000277049	9	p
RNA5SP530	9	p
ENSG00000276094	9	p
SNORA70	9	p
ENSG00000278028	9	p
ENSG00000276562	9	p
RN7SL565P	9	p
ENSG00000276029	9	p
MIR4477A	9	p
ENSG00000273717	9	p
RN7SL343P	9	p
ENSG00000206804	9	q
RNU6-1293P	9	q
ENSG00000252428	9	q
RNA5SP285	9	q
ENSG00000200041	9	q
ENSG00000274852	9	q
RN7SL422P	9	q
ENSG00000222452	9	q
RN7SKP59	9	q
ENSG00000201711	9	q
RNU6-1303P	9	q
ENSG00000251776	9	q
RN7SKP242	9	q
ENSG00000212421	9	q
ENSG00000222293	9	q
RNU2-36P	9	q
ENSG00000251752	9	q
RNU4-29P	9	q
ENSG00000223012	9	q
RN7SKP264	9	q
ENSG00000212316	9	q
RNU6-1228P	9	q
ENSG00000263967	9	q
MIR4290	9	q
ENSG00000265347	9	q
MIR4291	9	q
ENSG00000265873	9	q
MIR4289	9	q
ENSG00000200966	9	q
RN7SKP87	9	q
ENSG00000202308	9	q
RNU6-996P	9	q
ENSG00000238882	9	q
RNU6-329P	9	q
ENSG00000253031	9	q
RNA5SP291	9	q
ENSG00000244104	9	q
RN7SL659P	9	q
ENSG00000222558	9	q
RNU6-1064P	9	q
ENSG00000274263	9	q
MIR7702	9	q
ENSG00000222459	9	q
RNA5SP293	9	q
ENSG00000263861	9	q
MIR3927	9	q
ENSG00000206923	9	q
RNU6-432P	9	q
ENSG00000212409	9	q
RNY4P18	9	q
ENSG00000207401	9	q
ENSG00000274755	9	q
U2	9	q
ENSG00000223238	9	q
RNA5SP294	9	q
ENSG00000207814	9	q
MIR147A	9	q
ENSG00000199313	9	q
RNU4-82P	9	q
ENSG00000241246	9	q
RN7SL302P	9	q
ENSG00000207726	9	q
MIR455	9	q
ENSG00000207595	9	q
MIR181A2	9	q
ENSG00000207737	9	q
MIR181B2	9	q
ENSG00000253079	9	q
NRON	9	q
ENSG00000252985	9	q
SNORD116	9	q
ENSG00000243845	9	q
RN7SL30P	9	q
ENSG00000263897	9	q
MIR4669	9	q
ENSG00000271833	9	q
ENSG00000201302	9	q
SNORA65	9	q
ENSG00000200788	9	q
ENSG00000279571	9	q
ENSG00000283874	9	q
MIR3911	9	q
ENSG00000283863	9	q
MIR3960	9	q
ENSG00000284547	9	q
MIR2861	9	q
ENSG00000222760	9	p
RNU4-53P	9	p
